,operatetime,_c1,day,hour,period,day_type,timestamp
11607,2021012708,82259,397,8,1,1,1611705600.0
11608,2021012707,4244,397,7,2,1,1611702000.0
11609,2021012706,321,397,6,3,1,1611698400.0
11610,2021012705,571,397,5,3,1,1611694800.0
11611,2021012704,69,397,4,3,1,1611691200.0
11612,2021012703,531,397,3,3,1,1611687600.0
11613,2021012702,80,397,2,3,1,1611684000.0
11614,2021012701,666,397,1,3,1,1611680400.0
11615,2021012700,370,397,0,3,1,1611676800.0
11616,2021012623,1290,396,23,3,1,1611673200.0
11617,2021012622,1648,396,22,2,1,1611669600.0
11618,2021012621,3269,396,21,2,1,1611666000.0
11619,2021012620,4274,396,20,2,1,1611662400.0
11620,2021012619,8604,396,19,2,1,1611658800.0
11621,2021012618,17785,396,18,1,1,1611655200.0
11622,2021012617,45706,396,17,1,1,1611651600.0
11623,2021012616,61444,396,16,1,1,1611648000.0
11624,2021012615,66418,396,15,1,1,1611644400.0
11625,2021012614,73245,396,14,1,1,1611640800.0
11626,2021012613,33995,396,13,1,1,1611637200.0
11627,2021012612,16397,396,12,1,1,1611633600.0
11628,2021012611,44513,396,11,1,1,1611630000.0
11629,2021012610,62606,396,10,1,1,1611626400.0
11630,2021012609,84221,396,9,1,1,1611622800.0
11631,2021012608,81294,396,8,1,1,1611619200.0
11632,2021012607,3675,396,7,2,1,1611615600.0
11633,2021012606,339,396,6,3,1,1611612000.0
11634,2021012605,77,396,5,3,1,1611608400.0
11635,2021012604,53,396,4,3,1,1611604800.0
11636,2021012603,79,396,3,3,1,1611601200.0
11637,2021012602,85,396,2,3,1,1611597600.0
11638,2021012601,116,396,1,3,1,1611594000.0
11639,2021012600,358,396,0,3,1,1611590400.0
11640,2021012523,755,395,23,3,1,1611586800.0
11641,2021012522,1647,395,22,2,1,1611583200.0
11642,2021012521,2735,395,21,2,1,1611579600.0
11643,2021012520,4645,395,20,2,1,1611576000.0
11644,2021012519,8636,395,19,2,1,1611572400.0
11645,2021012518,17993,395,18,1,1,1611568800.0
11646,2021012517,44373,395,17,1,1,1611565200.0
11647,2021012516,63412,395,16,1,1,1611561600.0
11648,2021012515,69177,395,15,1,1,1611558000.0
11649,2021012514,76761,395,14,1,1,1611554400.0
11650,2021012513,36136,395,13,1,1,1611550800.0
11651,2021012512,17606,395,12,1,1,1611547200.0
11652,2021012511,49595,395,11,1,1,1611543600.0
11653,2021012510,68294,395,10,1,1,1611540000.0
11654,2021012509,88112,395,9,1,1,1611536400.0
11655,2021012508,83328,395,8,1,1,1611532800.0
11656,2021012507,3673,395,7,2,1,1611529200.0
11657,2021012506,244,395,6,3,1,1611525600.0
11658,2021012505,60,395,5,3,1,1611522000.0
11659,2021012504,35,395,4,3,1,1611518400.0
11660,2021012503,31,395,3,3,1,1611514800.0
11661,2021012502,58,395,2,3,1,1611511200.0
11662,2021012501,110,395,1,3,1,1611507600.0
11663,2021012500,278,395,0,3,1,1611504000.0
11664,2021012423,480,394,23,3,2,1611500400.0
11665,2021012422,877,394,22,2,2,1611496800.0
11666,2021012421,1376,394,21,2,2,1611493200.0
11667,2021012420,1723,394,20,2,2,1611489600.0
11668,2021012419,2049,394,19,2,2,1611486000.0
11669,2021012418,2592,394,18,1,2,1611482400.0
11670,2021012417,4209,394,17,1,2,1611478800.0
11671,2021012416,4862,394,16,1,2,1611475200.0
11672,2021012415,4739,394,15,1,2,1611471600.0
11673,2021012414,4290,394,14,1,2,1611468000.0
11674,2021012413,3188,394,13,1,2,1611464400.0
11675,2021012412,3002,394,12,1,2,1611460800.0
11676,2021012411,4633,394,11,1,2,1611457200.0
11677,2021012410,5754,394,10,1,2,1611453600.0
11678,2021012409,5825,394,9,1,2,1611450000.0
11679,2021012408,3799,394,8,1,2,1611446400.0
11680,2021012407,390,394,7,2,2,1611442800.0
11681,2021012406,93,394,6,3,2,1611439200.0
11682,2021012405,40,394,5,3,2,1611435600.0
11683,2021012404,34,394,4,3,2,1611432000.0
11684,2021012403,34,394,3,3,2,1611428400.0
11685,2021012402,43,394,2,3,2,1611424800.0
11686,2021012401,89,394,1,3,2,1611421200.0
11687,2021012400,215,394,0,3,2,1611417600.0
11688,2021012323,445,393,23,3,2,1611414000.0
11689,2021012322,772,393,22,2,2,1611410400.0
11690,2021012321,1197,393,21,2,2,1611406800.0
11691,2021012320,1483,393,20,2,2,1611403200.0
11692,2021012319,2073,393,19,2,2,1611399600.0
11693,2021012318,3095,393,18,1,2,1611396000.0
11694,2021012317,5263,393,17,1,2,1611392400.0
11695,2021012316,6415,393,16,1,2,1611388800.0
11696,2021012315,6741,393,15,1,2,1611385200.0
11697,2021012314,6208,393,14,1,2,1611381600.0
11698,2021012313,4256,393,13,1,2,1611378000.0
11699,2021012312,4252,393,12,1,2,1611374400.0
11700,2021012311,7510,393,11,1,2,1611370800.0
11701,2021012310,9883,393,10,1,2,1611367200.0
11702,2021012309,11266,393,9,1,2,1611363600.0
11703,2021012308,7788,393,8,1,2,1611360000.0
11704,2021012307,1329,393,7,2,2,1611356400.0
11705,2021012306,193,393,6,3,2,1611352800.0
11706,2021012305,659,393,5,3,2,1611349200.0
11707,2021012304,135,393,4,3,2,1611345600.0
11708,2021012303,626,393,3,3,2,1611342000.0
11709,2021012302,182,393,2,3,2,1611338400.0
11710,2021012301,713,393,1,3,2,1611334800.0
11711,2021012300,377,393,0,3,2,1611331200.0
11712,2021012223,1253,392,23,3,1,1611327600.0
11713,2021012222,1398,392,22,2,1,1611324000.0
11714,2021012221,2514,392,21,2,1,1611320400.0
11715,2021012220,3510,392,20,2,1,1611316800.0
11716,2021012219,7596,392,19,2,1,1611313200.0
11717,2021012218,17040,392,18,1,1,1611309600.0
11718,2021012217,43216,392,17,1,1,1611306000.0
11719,2021012216,58629,392,16,1,1,1611302400.0
11720,2021012215,62480,392,15,1,1,1611298800.0
11721,2021012214,67692,392,14,1,1,1611295200.0
11722,2021012213,31281,392,13,1,1,1611291600.0
11723,2021012212,15850,392,12,1,1,1611288000.0
11724,2021012211,43054,392,11,1,1,1611284400.0
11725,2021012210,59566,392,10,1,1,1611280800.0
11726,2021012209,79689,392,9,1,1,1611277200.0
11727,2021012208,77357,392,8,1,1,1611273600.0
11728,2021012207,4367,392,7,2,1,1611270000.0
11729,2021012206,400,392,6,3,1,1611266400.0
11730,2021012205,681,392,5,3,1,1611262800.0
11731,2021012204,147,392,4,3,1,1611259200.0
11732,2021012203,664,392,3,3,1,1611255600.0
11733,2021012202,185,392,2,3,1,1611252000.0
11734,2021012201,784,392,1,3,1,1611248400.0
11735,2021012200,436,392,0,3,1,1611244800.0
11736,2021012123,1305,391,23,3,1,1611241200.0
11737,2021012122,1453,391,22,2,1,1611237600.0
11738,2021012121,3035,391,21,2,1,1611234000.0
11739,2021012120,3777,391,20,2,1,1611230400.0
11740,2021012119,7972,391,19,2,1,1611226800.0
11741,2021012118,16010,391,18,1,1,1611223200.0
11742,2021012117,42375,391,17,1,1,1611219600.0
11743,2021012116,56839,391,16,1,1,1611216000.0
11744,2021012115,63081,391,15,1,1,1611212400.0
11745,2021012114,68725,391,14,1,1,1611208800.0
11746,2021012113,32131,391,13,1,1,1611205200.0
11747,2021012112,15174,391,12,1,1,1611201600.0
11748,2021012111,43065,391,11,1,1,1611198000.0
11749,2021012110,60076,391,10,1,1,1611194400.0
11750,2021012109,82017,391,9,1,1,1611190800.0
11751,2021012108,78770,391,8,1,1,1611187200.0
11752,2021012107,4395,391,7,2,1,1611183600.0
11753,2021012106,416,391,6,3,1,1611180000.0
11754,2021012105,672,391,5,3,1,1611176400.0
11755,2021012104,140,391,4,3,1,1611172800.0
11756,2021012103,639,391,3,3,1,1611169200.0
11757,2021012102,144,391,2,3,1,1611165600.0
11758,2021012101,715,391,1,3,1,1611162000.0
11759,2021012100,361,391,0,3,1,1611158400.0
11760,2021012023,1265,390,23,3,1,1611154800.0
11761,2021012022,1396,390,22,2,1,1611151200.0
11762,2021012021,2790,390,21,2,1,1611147600.0
11763,2021012020,3846,390,20,2,1,1611144000.0
11764,2021012019,7253,390,19,2,1,1611140400.0
11765,2021012018,15569,390,18,1,1,1611136800.0
11766,2021012017,41694,390,17,1,1,1611133200.0
11767,2021012016,58646,390,16,1,1,1611129600.0
11768,2021012015,63814,390,15,1,1,1611126000.0
11769,2021012014,69508,390,14,1,1,1611122400.0
11770,2021012013,32055,390,13,1,1,1611118800.0
11771,2021012012,15171,390,12,1,1,1611115200.0
11772,2021012011,43537,390,11,1,1,1611111600.0
11773,2021012010,61304,390,10,1,1,1611108000.0
11774,2021012009,82140,390,9,1,1,1611104400.0
11775,2021012008,79299,390,8,1,1,1611100800.0
11776,2021012007,4359,390,7,2,1,1611097200.0
11777,2021012006,350,390,6,3,1,1611093600.0
11778,2021012005,674,390,5,3,1,1611090000.0
11779,2021012004,125,390,4,3,1,1611086400.0
11780,2021012003,639,390,3,3,1,1611082800.0
11781,2021012002,161,390,2,3,1,1611079200.0
11782,2021012001,698,390,1,3,1,1611075600.0
11783,2021012000,365,390,0,3,1,1611072000.0
11784,2021011923,1250,389,23,3,1,1611068400.0
11785,2021011922,1372,389,22,2,1,1611064800.0
11786,2021011921,2869,389,21,2,1,1611061200.0
11787,2021011920,3702,389,20,2,1,1611057600.0
11788,2021011919,7420,389,19,2,1,1611054000.0
11789,2021011918,16138,389,18,1,1,1611050400.0
11790,2021011917,42284,389,17,1,1,1611046800.0
11791,2021011916,59187,389,16,1,1,1611043200.0
11792,2021011915,64631,389,15,1,1,1611039600.0
11793,2021011914,70404,389,14,1,1,1611036000.0
11794,2021011913,32419,389,13,1,1,1611032400.0
11795,2021011912,14146,389,12,1,1,1611028800.0
11796,2021011911,42963,389,11,1,1,1611025200.0
11797,2021011910,61308,389,10,1,1,1611021600.0
11798,2021011909,81412,389,9,1,1,1611018000.0
11799,2021011908,80368,389,8,1,1,1611014400.0
11800,2021011907,3891,389,7,2,1,1611010800.0
11801,2021011906,208,389,6,3,1,1611007200.0
11802,2021011905,57,389,5,3,1,1611003600.0
11803,2021011904,38,389,4,3,1,1611000000.0
11804,2021011903,46,389,3,3,1,1610996400.0
11805,2021011902,37,389,2,3,1,1610992800.0
11806,2021011901,101,389,1,3,1,1610989200.0
11807,2021011900,249,389,0,3,1,1610985600.0
11808,2021011823,608,388,23,3,1,1610982000.0
11809,2021011822,1369,388,22,2,1,1610978400.0
11810,2021011821,2125,388,21,2,1,1610974800.0
11811,2021011820,3560,388,20,2,1,1610971200.0
11812,2021011819,7050,388,19,2,1,1610967600.0
11813,2021011818,16470,388,18,1,1,1610964000.0
11814,2021011817,43379,388,17,1,1,1610960400.0
11815,2021011816,60619,388,16,1,1,1610956800.0
11816,2021011815,66704,388,15,1,1,1610953200.0
11817,2021011814,73784,388,14,1,1,1610949600.0
11818,2021011813,33578,388,13,1,1,1610946000.0
11819,2021011812,15368,388,12,1,1,1610942400.0
11820,2021011811,45535,388,11,1,1,1610938800.0
11821,2021011810,63652,388,10,1,1,1610935200.0
11822,2021011809,85879,388,9,1,1,1610931600.0
11823,2021011808,80228,388,8,1,1,1610928000.0
11824,2021011807,3966,388,7,2,1,1610924400.0
11825,2021011806,223,388,6,3,1,1610920800.0
11826,2021011805,56,388,5,3,1,1610917200.0
11827,2021011804,30,388,4,3,1,1610913600.0
11828,2021011803,27,388,3,3,1,1610910000.0
11829,2021011802,34,388,2,3,1,1610906400.0
11830,2021011801,85,388,1,3,1,1610902800.0
11831,2021011800,211,388,0,3,1,1610899200.0
11832,2021011723,467,387,23,3,2,1610895600.0
11833,2021011722,876,387,22,2,2,1610892000.0
11834,2021011721,1307,387,21,2,2,1610888400.0
11835,2021011720,1606,387,20,2,2,1610884800.0
11836,2021011719,1831,387,19,2,2,1610881200.0
11837,2021011718,2437,387,18,1,2,1610877600.0
11838,2021011717,3746,387,17,1,2,1610874000.0
11839,2021011716,4468,387,16,1,2,1610870400.0
11840,2021011715,4591,387,15,1,2,1610866800.0
11841,2021011714,4107,387,14,1,2,1610863200.0
11842,2021011713,2921,387,13,1,2,1610859600.0
11843,2021011712,2866,387,12,1,2,1610856000.0
11844,2021011711,4781,387,11,1,2,1610852400.0
11845,2021011710,5456,387,10,1,2,1610848800.0
11846,2021011709,6187,387,9,1,2,1610845200.0
11847,2021011708,3773,387,8,1,2,1610841600.0
11848,2021011707,1045,387,7,2,2,1610838000.0
11849,2021011706,151,387,6,3,2,1610834400.0
11850,2021011705,670,387,5,3,2,1610830800.0
11851,2021011704,117,387,4,3,2,1610827200.0
11852,2021011703,652,387,3,3,2,1610823600.0
11853,2021011702,127,387,2,3,2,1610820000.0
11854,2021011701,685,387,1,3,2,1610816400.0
11855,2021011700,244,387,0,3,2,1610812800.0
11856,2021011623,1068,386,23,3,2,1610809200.0
11857,2021011622,906,386,22,2,2,1610805600.0
11858,2021011621,1719,386,21,2,2,1610802000.0
11859,2021011620,1503,386,20,2,2,1610798400.0
11860,2021011619,2360,386,19,2,2,1610794800.0
11861,2021011618,2868,386,18,1,2,1610791200.0
11862,2021011617,5539,386,17,1,2,1610787600.0
11863,2021011616,6195,386,16,1,2,1610784000.0
11864,2021011615,6968,386,15,1,2,1610780400.0
11865,2021011614,5765,386,14,1,2,1610776800.0
11866,2021011613,4579,386,13,1,2,1610773200.0
11867,2021011612,4227,386,12,1,2,1610769600.0
11868,2021011611,7590,386,11,1,2,1610766000.0
11869,2021011610,9241,386,10,1,2,1610762400.0
11870,2021011609,10765,386,9,1,2,1610758800.0
11871,2021011608,7028,386,8,1,2,1610755200.0
11872,2021011607,1444,386,7,2,2,1610751600.0
11873,2021011606,174,386,6,3,2,1610748000.0
11874,2021011605,650,386,5,3,2,1610744400.0
11875,2021011604,115,386,4,3,2,1610740800.0
11876,2021011603,651,386,3,3,2,1610737200.0
11877,2021011602,121,386,2,3,2,1610733600.0
11878,2021011601,740,386,1,3,2,1610730000.0
11879,2021011600,368,386,0,3,2,1610726400.0
11880,2021011523,1273,385,23,3,1,1610722800.0
11881,2021011522,1465,385,22,2,1,1610719200.0
11882,2021011521,2650,385,21,2,1,1610715600.0
11883,2021011520,3574,385,20,2,1,1610712000.0
11884,2021011519,7460,385,19,2,1,1610708400.0
11885,2021011518,16554,385,18,1,1,1610704800.0
11886,2021011517,41611,385,17,1,1,1610701200.0
11887,2021011516,56533,385,16,1,1,1610697600.0
11888,2021011515,60726,385,15,1,1,1610694000.0
11889,2021011514,65503,385,14,1,1,1610690400.0
11890,2021011513,31558,385,13,1,1,1610686800.0
11891,2021011512,14666,385,12,1,1,1610683200.0
11892,2021011511,41995,385,11,1,1,1610679600.0
11893,2021011510,57775,385,10,1,1,1610676000.0
11894,2021011509,78744,385,9,1,1,1610672400.0
11895,2021011508,75502,385,8,1,1,1610668800.0
11896,2021011507,4193,385,7,2,1,1610665200.0
11897,2021011506,357,385,6,3,1,1610661600.0
11898,2021011505,707,385,5,3,1,1610658000.0
11899,2021011504,119,385,4,3,1,1610654400.0
11900,2021011503,661,385,3,3,1,1610650800.0
11901,2021011502,149,385,2,3,1,1610647200.0
11902,2021011501,747,385,1,3,1,1610643600.0
11903,2021011500,414,385,0,3,1,1610640000.0
11904,2021011423,1433,384,23,3,1,1610636400.0
11905,2021011422,1701,384,22,2,1,1610632800.0
11906,2021011421,3066,384,21,2,1,1610629200.0
11907,2021011420,3830,384,20,2,1,1610625600.0
11908,2021011419,7513,384,19,2,1,1610622000.0
11909,2021011418,16034,384,18,1,1,1610618400.0
11910,2021011417,42387,384,17,1,1,1610614800.0
11911,2021011416,57721,384,16,1,1,1610611200.0
11912,2021011415,63707,384,15,1,1,1610607600.0
11913,2021011414,68142,384,14,1,1,1610604000.0
11914,2021011413,32227,384,13,1,1,1610600400.0
11915,2021011412,14968,384,12,1,1,1610596800.0
11916,2021011411,43900,384,11,1,1,1610593200.0
11917,2021011410,61166,384,10,1,1,1610589600.0
11918,2021011409,82253,384,9,1,1,1610586000.0
11919,2021011408,77843,384,8,1,1,1610582400.0
11920,2021011407,3698,384,7,2,1,1610578800.0
11921,2021011406,275,384,6,3,1,1610575200.0
11922,2021011405,46,384,5,3,1,1610571600.0
11923,2021011404,34,384,4,3,1,1610568000.0
11924,2021011403,33,384,3,3,1,1610564400.0
11925,2021011402,55,384,2,3,1,1610560800.0
11926,2021011401,95,384,1,3,1,1610557200.0
11927,2021011400,265,384,0,3,1,1610553600.0
11928,2021011323,739,383,23,3,1,1610550000.0
11929,2021011322,1392,383,22,2,1,1610546400.0
11930,2021011321,2154,383,21,2,1,1610542800.0
11931,2021011320,3622,383,20,2,1,1610539200.0
11932,2021011319,6402,383,19,2,1,1610535600.0
11933,2021011318,14742,383,18,1,1,1610532000.0
11934,2021011317,39871,383,17,1,1,1610528400.0
11935,2021011316,56924,383,16,1,1,1610524800.0
11936,2021011315,61592,383,15,1,1,1610521200.0
11937,2021011314,68584,383,14,1,1,1610517600.0
11938,2021011313,29914,383,13,1,1,1610514000.0
11939,2021011312,13919,383,12,1,1,1610510400.0
11940,2021011311,40680,383,11,1,1,1610506800.0
11941,2021011310,58799,383,10,1,1,1610503200.0
11942,2021011309,79310,383,9,1,1,1610499600.0
11943,2021011308,77457,383,8,1,1,1610496000.0
11944,2021011307,3845,383,7,2,1,1610492400.0
11945,2021011306,359,383,6,3,1,1610488800.0
11946,2021011305,185,383,5,3,1,1610485200.0
11947,2021011304,173,383,4,3,1,1610481600.0
11948,2021011303,240,383,3,3,1,1610478000.0
11949,2021011302,96,383,2,3,1,1610474400.0
11950,2021011301,280,383,1,3,1,1610470800.0
11951,2021011300,413,383,0,3,1,1610467200.0
11952,2021011223,845,382,23,3,1,1610463600.0
11953,2021011222,1247,382,22,2,1,1610460000.0
11954,2021011221,2206,382,21,2,1,1610456400.0
11955,2021011220,3612,382,20,2,1,1610452800.0
11956,2021011219,6654,382,19,2,1,1610449200.0
11957,2021011218,14987,382,18,1,1,1610445600.0
11958,2021011217,40230,382,17,1,1,1610442000.0
11959,2021011216,58608,382,16,1,1,1610438400.0
11960,2021011215,63253,382,15,1,1,1610434800.0
11961,2021011214,71022,382,14,1,1,1610431200.0
11962,2021011213,32451,382,13,1,1,1610427600.0
11963,2021011212,15026,382,12,1,1,1610424000.0
11964,2021011211,42065,382,11,1,1,1610420400.0
11965,2021011210,61901,382,10,1,1,1610416800.0
11966,2021011209,82164,382,9,1,1,1610413200.0
11967,2021011208,78394,382,8,1,1,1610409600.0
11968,2021011207,4389,382,7,2,1,1610406000.0
11969,2021011206,330,382,6,3,1,1610402400.0
11970,2021011205,644,382,5,3,1,1610398800.0
11971,2021011204,127,382,4,3,1,1610395200.0
11972,2021011203,638,382,3,3,1,1610391600.0
11973,2021011202,152,382,2,3,1,1610388000.0
11974,2021011201,701,382,1,3,1,1610384400.0
11975,2021011200,306,382,0,3,1,1610380800.0
11976,2021011123,1156,381,23,3,1,1610377200.0
11977,2021011122,1124,381,22,2,1,1610373600.0
11978,2021011121,2652,381,21,2,1,1610370000.0
11979,2021011120,3629,381,20,2,1,1610366400.0
11980,2021011119,7337,381,19,2,1,1610362800.0
11981,2021011118,15438,381,18,1,1,1610359200.0
11982,2021011117,40580,381,17,1,1,1610355600.0
11983,2021011116,58592,381,16,1,1,1610352000.0
11984,2021011115,64622,381,15,1,1,1610348400.0
11985,2021011114,71685,381,14,1,1,1610344800.0
11986,2021011113,33626,381,13,1,1,1610341200.0
11987,2021011112,15528,381,12,1,1,1610337600.0
11988,2021011111,46749,381,11,1,1,1610334000.0
11989,2021011110,63818,381,10,1,1,1610330400.0
11990,2021011109,86134,381,9,1,1,1610326800.0
11991,2021011108,79000,381,8,1,1,1610323200.0
11992,2021011107,4415,381,7,2,1,1610319600.0
11993,2021011106,327,381,6,3,1,1610316000.0
11994,2021011105,661,381,5,3,1,1610312400.0
11995,2021011104,113,381,4,3,1,1610308800.0
11996,2021011103,643,381,3,3,1,1610305200.0
11997,2021011102,128,381,2,3,1,1610301600.0
11998,2021011101,669,381,1,3,1,1610298000.0
11999,2021011100,257,381,0,3,1,1610294400.0
12000,2021011023,1064,380,23,3,2,1610290800.0
12001,2021011022,908,380,22,2,2,1610287200.0
12002,2021011021,1849,380,21,2,2,1610283600.0
12003,2021011020,1612,380,20,2,2,1610280000.0
12004,2021011019,2611,380,19,2,2,1610276400.0
12005,2021011018,2516,380,18,1,2,1610272800.0
12006,2021011017,4426,380,17,1,2,1610269200.0
12007,2021011016,4620,380,16,1,2,1610265600.0
12008,2021011015,5081,380,15,1,2,1610262000.0
12009,2021011014,4353,380,14,1,2,1610258400.0
12010,2021011013,3720,380,13,1,2,1610254800.0
12011,2021011012,2822,380,12,1,2,1610251200.0
12012,2021011011,4721,380,11,1,2,1610247600.0
12013,2021011010,5654,380,10,1,2,1610244000.0
12014,2021011009,6082,380,9,1,2,1610240400.0
12015,2021011008,3506,380,8,1,2,1610236800.0
12016,2021011007,944,380,7,2,2,1610233200.0
12017,2021011006,163,380,6,3,2,1610229600.0
12018,2021011005,622,380,5,3,2,1610226000.0
12019,2021011004,119,380,4,3,2,1610222400.0
12020,2021011003,643,380,3,3,2,1610218800.0
12021,2021011002,115,380,2,3,2,1610215200.0
12022,2021011001,668,380,1,3,2,1610211600.0
12023,2021011000,230,380,0,3,2,1610208000.0
12024,2021010923,1019,379,23,3,2,1610204400.0
12025,2021010922,934,379,22,2,2,1610200800.0
12026,2021010921,1653,379,21,2,2,1610197200.0
12027,2021010920,1529,379,20,2,2,1610193600.0
12028,2021010919,2537,379,19,2,2,1610190000.0
12029,2021010918,2742,379,18,1,2,1610186400.0
12030,2021010917,5355,379,17,1,2,1610182800.0
12031,2021010916,6105,379,16,1,2,1610179200.0
12032,2021010915,7009,379,15,1,2,1610175600.0
12033,2021010914,5828,379,14,1,2,1610172000.0
12034,2021010913,4640,379,13,1,2,1610168400.0
12035,2021010912,4019,379,12,1,2,1610164800.0
12036,2021010911,7513,379,11,1,2,1610161200.0
12037,2021010910,9280,379,10,1,2,1610157600.0
12038,2021010909,10377,379,9,1,2,1610154000.0
12039,2021010908,6556,379,8,1,2,1610150400.0
12040,2021010907,1299,379,7,2,2,1610146800.0
12041,2021010906,170,379,6,3,2,1610143200.0
12042,2021010905,652,379,5,3,2,1610139600.0
12043,2021010904,103,379,4,3,2,1610136000.0
12044,2021010903,627,379,3,3,2,1610132400.0
12045,2021010902,131,379,2,3,2,1610128800.0
12046,2021010901,716,379,1,3,2,1610125200.0
12047,2021010900,350,379,0,3,2,1610121600.0
12048,2021010823,1149,378,23,3,1,1610118000.0
12049,2021010822,1211,378,22,2,1,1610114400.0
12050,2021010821,2454,378,21,2,1,1610110800.0
12051,2021010820,3167,378,20,2,1,1610107200.0
12052,2021010819,6954,378,19,2,1,1610103600.0
12053,2021010818,15455,378,18,1,1,1610100000.0
12054,2021010817,40902,378,17,1,1,1610096400.0
12055,2021010816,58905,378,16,1,1,1610092800.0
12056,2021010815,63588,378,15,1,1,1610089200.0
12057,2021010814,66732,378,14,1,1,1610085600.0
12058,2021010813,32125,378,13,1,1,1610082000.0
12059,2021010812,14912,378,12,1,1,1610078400.0
12060,2021010811,41306,378,11,1,1,1610074800.0
12061,2021010810,60954,378,10,1,1,1610071200.0
12062,2021010809,80738,378,9,1,1,1610067600.0
12063,2021010808,73345,378,8,1,1,1610064000.0
12064,2021010807,3554,378,7,2,1,1610060400.0
12065,2021010806,324,378,6,3,1,1610056800.0
12066,2021010805,67,378,5,3,1,1610053200.0
12067,2021010804,76,378,4,3,1,1610049600.0
12068,2021010803,83,378,3,3,1,1610046000.0
12069,2021010802,91,378,2,3,1,1610042400.0
12070,2021010801,142,378,1,3,1,1610038800.0
12071,2021010800,284,378,0,3,1,1610035200.0
12072,2021010723,537,377,23,3,1,1610031600.0
12073,2021010722,1152,377,22,2,1,1610028000.0
12074,2021010721,1860,377,21,2,1,1610024400.0
12075,2021010720,3186,377,20,2,1,1610020800.0
12076,2021010719,6382,377,19,2,1,1610017200.0
12077,2021010718,14295,377,18,1,1,1610013600.0
12078,2021010717,39463,377,17,1,1,1610010000.0
12079,2021010716,58599,377,16,1,1,1610006400.0
12080,2021010715,65309,377,15,1,1,1610002800.0
12081,2021010714,68814,377,14,1,1,1609999200.0
12082,2021010713,30617,377,13,1,1,1609995600.0
12083,2021010712,14030,377,12,1,1,1609992000.0
12084,2021010711,40735,377,11,1,1,1609988400.0
12085,2021010710,59689,377,10,1,1,1609984800.0
12086,2021010709,82038,377,9,1,1,1609981200.0
12087,2021010708,78063,377,8,1,1,1609977600.0
12088,2021010707,3530,377,7,2,1,1609974000.0
12089,2021010706,252,377,6,3,1,1609970400.0
12090,2021010705,49,377,5,3,1,1609966800.0
12091,2021010704,29,377,4,3,1,1609963200.0
12092,2021010703,37,377,3,3,1,1609959600.0
12093,2021010702,39,377,2,3,1,1609956000.0
12094,2021010701,79,377,1,3,1,1609952400.0
12095,2021010700,218,377,0,3,1,1609948800.0
12096,2021010623,601,376,23,3,1,1609945200.0
12097,2021010622,1053,376,22,2,1,1609941600.0
12098,2021010621,1851,376,21,2,1,1609938000.0
12099,2021010620,3125,376,20,2,1,1609934400.0
12100,2021010619,5901,376,19,2,1,1609930800.0
12101,2021010618,14384,376,18,1,1,1609927200.0
12102,2021010617,40102,376,17,1,1,1609923600.0
12103,2021010616,59471,376,16,1,1,1609920000.0
12104,2021010615,66031,376,15,1,1,1609916400.0
12105,2021010614,71710,376,14,1,1,1609912800.0
12106,2021010613,31399,376,13,1,1,1609909200.0
12107,2021010612,14269,376,12,1,1,1609905600.0
12108,2021010611,42237,376,11,1,1,1609902000.0
12109,2021010610,60022,376,10,1,1,1609898400.0
12110,2021010609,82620,376,9,1,1,1609894800.0
12111,2021010608,80892,376,8,1,1,1609891200.0
12112,2021010607,3712,376,7,2,1,1609887600.0
12113,2021010606,228,376,6,3,1,1609884000.0
12114,2021010605,62,376,5,3,1,1609880400.0
12115,2021010604,46,376,4,3,1,1609876800.0
12116,2021010603,34,376,3,3,1,1609873200.0
12117,2021010602,49,376,2,3,1,1609869600.0
12118,2021010601,106,376,1,3,1,1609866000.0
12119,2021010600,189,376,0,3,1,1609862400.0
12120,2021010523,610,375,23,3,1,1609858800.0
12121,2021010522,1083,375,22,2,1,1609855200.0
12122,2021010521,1818,375,21,2,1,1609851600.0
12123,2021010520,3460,375,20,2,1,1609848000.0
12124,2021010519,6503,375,19,2,1,1609844400.0
12125,2021010518,16159,375,18,1,1,1609840800.0
12126,2021010517,44292,375,17,1,1,1609837200.0
12127,2021010516,63626,375,16,1,1,1609833600.0
12128,2021010515,68553,375,15,1,1,1609830000.0
12129,2021010514,73722,375,14,1,1,1609826400.0
12130,2021010513,32291,375,13,1,1,1609822800.0
12131,2021010512,14484,375,12,1,1,1609819200.0
12132,2021010511,44414,375,11,1,1,1609815600.0
12133,2021010510,62052,375,10,1,1,1609812000.0
12134,2021010509,83707,375,9,1,1,1609808400.0
12135,2021010508,82203,375,8,1,1,1609804800.0
12136,2021010507,3928,375,7,2,1,1609801200.0
12137,2021010506,242,375,6,3,1,1609797600.0
12138,2021010505,52,375,5,3,1,1609794000.0
12139,2021010504,33,375,4,3,1,1609790400.0
12140,2021010503,27,375,3,3,1,1609786800.0
12141,2021010502,62,375,2,3,1,1609783200.0
12142,2021010501,77,375,1,3,1,1609779600.0
12143,2021010500,207,375,0,3,1,1609776000.0
12144,2021010423,563,374,23,3,1,1609772400.0
12145,2021010422,1311,374,22,2,1,1609768800.0
12146,2021010421,2127,374,21,2,1,1609765200.0
12147,2021010420,3454,374,20,2,1,1609761600.0
12148,2021010419,6495,374,19,2,1,1609758000.0
12149,2021010418,15091,374,18,1,1,1609754400.0
12150,2021010417,40756,374,17,1,1,1609750800.0
