,operatetime,_c1,day,hour,period,day_type,timestamp
6337,2021090322,1111,616,22,2,1,1630677600.0
6338,2021090321,1866,616,21,2,1,1630674000.0
6339,2021090320,2823,616,20,2,1,1630670400.0
6340,2021090319,5684,616,19,2,1,1630666800.0
6341,2021090318,15437,616,18,1,1,1630663200.0
6342,2021090317,37435,616,17,1,1,1630659600.0
6343,2021090316,49918,616,16,1,1,1630656000.0
6344,2021090315,56848,616,15,1,1,1630652400.0
6345,2021090314,58752,616,14,1,1,1630648800.0
6346,2021090313,25757,616,13,1,1,1630645200.0
6347,2021090312,12064,616,12,1,1,1630641600.0
6348,2021090311,35024,616,11,1,1,1630638000.0
6349,2021090310,50189,616,10,1,1,1630634400.0
6350,2021090309,72325,616,9,1,1,1630630800.0
6351,2021090308,79250,616,8,1,1,1630627200.0
6352,2021090307,5430,616,7,2,1,1630623600.0
6353,2021090306,457,616,6,3,1,1630620000.0
6354,2021090305,260,616,5,3,1,1630616400.0
6355,2021090304,47,616,4,3,1,1630612800.0
6356,2021090303,160,616,3,3,1,1630609200.0
6357,2021090302,69,616,2,3,1,1630605600.0
6358,2021090301,287,616,1,3,1,1630602000.0
6359,2021090300,492,616,0,3,1,1630598400.0
6360,2021090223,979,615,23,3,1,1630594800.0
6361,2021090222,1593,615,22,2,1,1630591200.0
6362,2021090221,2598,615,21,2,1,1630587600.0
6363,2021090220,3672,615,20,2,1,1630584000.0
6364,2021090219,6353,615,19,2,1,1630580400.0
6365,2021090218,15763,615,18,1,1,1630576800.0
6366,2021090217,37671,615,17,1,1,1630573200.0
6367,2021090216,51281,615,16,1,1,1630569600.0
6368,2021090215,57410,615,15,1,1,1630566000.0
6369,2021090214,60786,615,14,1,1,1630562400.0
6370,2021090213,25900,615,13,1,1,1630558800.0
6371,2021090212,11181,615,12,1,1,1630555200.0
6372,2021090211,35348,615,11,1,1,1630551600.0
6373,2021090210,50013,615,10,1,1,1630548000.0
6374,2021090209,71630,615,9,1,1,1630544400.0
6375,2021090208,80506,615,8,1,1,1630540800.0
6376,2021090207,5325,615,7,2,1,1630537200.0
6377,2021090206,442,615,6,3,1,1630533600.0
6378,2021090205,205,615,5,3,1,1630530000.0
6379,2021090204,55,615,4,3,1,1630526400.0
6380,2021090203,166,615,3,3,1,1630522800.0
6381,2021090202,57,615,2,3,1,1630519200.0
6382,2021090201,217,615,1,3,1,1630515600.0
6383,2021090200,271,615,0,3,1,1630512000.0
6384,2021090123,746,614,23,3,1,1630508400.0
6385,2021090122,1266,614,22,2,1,1630504800.0
6386,2021090121,2134,614,21,2,1,1630501200.0
6387,2021090120,3079,614,20,2,1,1630497600.0
6388,2021090119,5838,614,19,2,1,1630494000.0
6389,2021090118,15220,614,18,1,1,1630490400.0
6390,2021090117,36505,614,17,1,1,1630486800.0
6391,2021090116,50984,614,16,1,1,1630483200.0
6392,2021090115,57692,614,15,1,1,1630479600.0
6393,2021090114,60768,614,14,1,1,1630476000.0
6394,2021090113,26755,614,13,1,1,1630472400.0
6395,2021090112,11529,614,12,1,1,1630468800.0
6396,2021090111,35278,614,11,1,1,1630465200.0
6397,2021090110,50709,614,10,1,1,1630461600.0
6398,2021090109,74520,614,9,1,1,1630458000.0
6399,2021090108,79767,614,8,1,1,1630454400.0
6400,2021090107,5679,614,7,2,1,1630450800.0
6401,2021090106,756,614,6,3,1,1630447200.0
6402,2021090105,219,614,5,3,1,1630443600.0
6403,2021090104,101,614,4,3,1,1630440000.0
6404,2021090103,154,614,3,3,1,1630436400.0
6405,2021090102,86,614,2,3,1,1630432800.0
6406,2021090101,216,614,1,3,1,1630429200.0
6407,2021090100,396,614,0,3,1,1630425600.0
6408,2021083123,998,613,23,3,1,1630422000.0
6409,2021083122,1895,613,22,2,1,1630418400.0
6410,2021083121,3226,613,21,2,1,1630414800.0
6411,2021083120,4998,613,20,2,1,1630411200.0
6412,2021083119,9195,613,19,2,1,1630407600.0
6413,2021083118,21917,613,18,1,1,1630404000.0
6414,2021083117,46325,613,17,1,1,1630400400.0
6415,2021083116,59702,613,16,1,1,1630396800.0
6416,2021083115,67304,613,15,1,1,1630393200.0
6417,2021083114,66166,613,14,1,1,1630389600.0
6418,2021083113,29493,613,13,1,1,1630386000.0
6419,2021083112,15085,613,12,1,1,1630382400.0
6420,2021083111,41793,613,11,1,1,1630378800.0
6421,2021083110,57643,613,10,1,1,1630375200.0
6422,2021083109,79469,613,9,1,1,1630371600.0
6423,2021083108,83473,613,8,1,1,1630368000.0
6424,2021083107,5478,613,7,2,1,1630364400.0
6425,2021083106,437,613,6,3,1,1630360800.0
6426,2021083105,216,613,5,3,1,1630357200.0
6427,2021083104,67,613,4,3,1,1630353600.0
6428,2021083103,173,613,3,3,1,1630350000.0
6429,2021083102,91,613,2,3,1,1630346400.0
6430,2021083101,256,613,1,3,1,1630342800.0
6431,2021083100,392,613,0,3,1,1630339200.0
6432,2021083023,1234,612,23,3,1,1630335600.0
6433,2021083022,1836,612,22,2,1,1630332000.0
6434,2021083021,3083,612,21,2,1,1630328400.0
6435,2021083020,4949,612,20,2,1,1630324800.0
6436,2021083019,9313,612,19,2,1,1630321200.0
6437,2021083018,21247,612,18,1,1,1630317600.0
6438,2021083017,47477,612,17,1,1,1630314000.0
6439,2021083016,60344,612,16,1,1,1630310400.0
6440,2021083015,69097,612,15,1,1,1630306800.0
6441,2021083014,70072,612,14,1,1,1630303200.0
6442,2021083013,30242,612,13,1,1,1630299600.0
6443,2021083012,14691,612,12,1,1,1630296000.0
6444,2021083011,44418,612,11,1,1,1630292400.0
6445,2021083010,61315,612,10,1,1,1630288800.0
6446,2021083009,85177,612,9,1,1,1630285200.0
6447,2021083008,86264,612,8,1,1,1630281600.0
6448,2021083007,5782,612,7,2,1,1630278000.0
6449,2021083006,482,612,6,3,1,1630274400.0
6450,2021083005,201,612,5,3,1,1630270800.0
6451,2021083004,52,612,4,3,1,1630267200.0
6452,2021083003,168,612,3,3,1,1630263600.0
6453,2021083002,65,612,2,3,1,1630260000.0
6454,2021083001,259,612,1,3,1,1630256400.0
6455,2021083000,347,612,0,3,1,1630252800.0
6456,2021082923,858,611,23,3,2,1630249200.0
6457,2021082922,1285,611,22,2,2,1630245600.0
6458,2021082921,1733,611,21,2,2,1630242000.0
6459,2021082920,2028,611,20,2,2,1630238400.0
6460,2021082919,2307,611,19,2,2,1630234800.0
6461,2021082918,3216,611,18,1,2,1630231200.0
6462,2021082917,5256,611,17,1,2,1630227600.0
6463,2021082916,5003,611,16,1,2,1630224000.0
6464,2021082915,5730,611,15,1,2,1630220400.0
6465,2021082914,3950,611,14,1,2,1630216800.0
6466,2021082913,3495,611,13,1,2,1630213200.0
6467,2021082912,2868,611,12,1,2,1630209600.0
6468,2021082911,4858,611,11,1,2,1630206000.0
6469,2021082910,5580,611,10,1,2,1630202400.0
6470,2021082909,6976,611,9,1,2,1630198800.0
6471,2021082908,4547,611,8,1,2,1630195200.0
6472,2021082907,800,611,7,2,2,1630191600.0
6473,2021082906,159,611,6,3,2,1630188000.0
6474,2021082905,183,611,5,3,2,1630184400.0
6475,2021082904,71,611,4,3,2,1630180800.0
6476,2021082903,190,611,3,3,2,1630177200.0
6477,2021082902,102,611,2,3,2,1630173600.0
6478,2021082901,252,611,1,3,2,1630170000.0
6479,2021082900,346,611,0,3,2,1630166400.0
6480,2021082823,735,610,23,3,2,1630162800.0
6481,2021082822,1034,610,22,2,2,1630159200.0
6482,2021082821,1531,610,21,2,2,1630155600.0
6483,2021082820,1827,610,20,2,2,1630152000.0
6484,2021082819,2389,610,19,2,2,1630148400.0
6485,2021082818,3445,610,18,1,2,1630144800.0
6486,2021082817,5766,610,17,1,2,1630141200.0
6487,2021082816,6137,610,16,1,2,1630137600.0
6488,2021082815,7081,610,15,1,2,1630134000.0
6489,2021082814,5362,610,14,1,2,1630130400.0
6490,2021082813,4360,610,13,1,2,1630126800.0
6491,2021082812,4039,610,12,1,2,1630123200.0
6492,2021082811,7416,610,11,1,2,1630119600.0
6493,2021082810,9157,610,10,1,2,1630116000.0
6494,2021082809,11039,610,9,1,2,1630112400.0
6495,2021082808,7772,610,8,1,2,1630108800.0
6496,2021082807,1253,610,7,2,2,1630105200.0
6497,2021082806,238,610,6,3,2,1630101600.0
6498,2021082805,183,610,5,3,2,1630098000.0
6499,2021082804,45,610,4,3,2,1630094400.0
6500,2021082803,156,610,3,3,2,1630090800.0
6501,2021082802,88,610,2,3,2,1630087200.0
6502,2021082801,255,610,1,3,2,1630083600.0
6503,2021082800,419,610,0,3,2,1630080000.0
6504,2021082723,963,609,23,3,1,1630076400.0
6505,2021082722,1538,609,22,2,1,1630072800.0
6506,2021082721,2648,609,21,2,1,1630069200.0
6507,2021082720,3886,609,20,2,1,1630065600.0
6508,2021082719,7914,609,19,2,1,1630062000.0
6509,2021082718,20316,609,18,1,1,1630058400.0
6510,2021082717,45395,609,17,1,1,1630054800.0
6511,2021082716,59552,609,16,1,1,1630051200.0
6512,2021082715,65956,609,15,1,1,1630047600.0
6513,2021082714,66939,609,14,1,1,1630044000.0
6514,2021082713,28637,609,13,1,1,1630040400.0
6515,2021082712,15140,609,12,1,1,1630036800.0
6516,2021082711,42788,609,11,1,1,1630033200.0
6517,2021082710,57104,609,10,1,1,1630029600.0
6518,2021082709,77535,609,9,1,1,1630026000.0
6519,2021082708,82973,609,8,1,1,1630022400.0
6520,2021082707,5209,609,7,2,1,1630018800.0
6521,2021082706,484,609,6,3,1,1630015200.0
6522,2021082705,232,609,5,3,1,1630011600.0
6523,2021082704,60,609,4,3,1,1630008000.0
6524,2021082703,161,609,3,3,1,1630004400.0
6525,2021082702,98,609,2,3,1,1630000800.0
6526,2021082701,293,609,1,3,1,1629997200.0
6527,2021082700,436,609,0,3,1,1629993600.0
6528,2021082623,959,608,23,3,1,1629990000.0
6529,2021082622,1615,608,22,2,1,1629986400.0
6530,2021082621,2592,608,21,2,1,1629982800.0
6531,2021082620,4121,608,20,2,1,1629979200.0
6532,2021082619,8104,608,19,2,1,1629975600.0
6533,2021082618,19444,608,18,1,1,1629972000.0
6534,2021082617,44256,608,17,1,1,1629968400.0
6535,2021082616,57959,608,16,1,1,1629964800.0
6536,2021082615,65635,608,15,1,1,1629961200.0
6537,2021082614,66717,608,14,1,1,1629957600.0
6538,2021082613,28742,608,13,1,1,1629954000.0
6539,2021082612,14199,608,12,1,1,1629950400.0
6540,2021082611,41831,608,11,1,1,1629946800.0
6541,2021082610,57516,608,10,1,1,1629943200.0
6542,2021082609,80657,608,9,1,1,1629939600.0
6543,2021082608,85773,608,8,1,1,1629936000.0
6544,2021082607,5352,608,7,2,1,1629932400.0
6545,2021082606,459,608,6,3,1,1629928800.0
6546,2021082605,216,608,5,3,1,1629925200.0
6547,2021082604,63,608,4,3,1,1629921600.0
6548,2021082603,158,608,3,3,1,1629918000.0
6549,2021082602,85,608,2,3,1,1629914400.0
6550,2021082601,225,608,1,3,1,1629910800.0
6551,2021082600,410,608,0,3,1,1629907200.0
6552,2021082523,991,607,23,3,1,1629903600.0
6553,2021082522,1565,607,22,2,1,1629900000.0
6554,2021082521,2705,607,21,2,1,1629896400.0
6555,2021082520,3952,607,20,2,1,1629892800.0
6556,2021082519,8473,607,19,2,1,1629889200.0
6557,2021082518,19715,607,18,1,1,1629885600.0
6558,2021082517,45566,607,17,1,1,1629882000.0
6559,2021082516,59175,607,16,1,1,1629878400.0
6560,2021082515,66852,607,15,1,1,1629874800.0
6561,2021082514,68019,607,14,1,1,1629871200.0
6562,2021082513,28920,607,13,1,1,1629867600.0
6563,2021082512,13943,607,12,1,1,1629864000.0
6564,2021082511,43132,607,11,1,1,1629860400.0
6565,2021082510,58803,607,10,1,1,1629856800.0
6566,2021082509,84211,607,9,1,1,1629853200.0
6567,2021082508,86565,607,8,1,1,1629849600.0
6568,2021082507,5230,607,7,2,1,1629846000.0
6569,2021082506,617,607,6,3,1,1629842400.0
6570,2021082505,211,607,5,3,1,1629838800.0
6571,2021082504,68,607,4,3,1,1629835200.0
6572,2021082503,149,607,3,3,1,1629831600.0
6573,2021082502,82,607,2,3,1,1629828000.0
6574,2021082501,245,607,1,3,1,1629824400.0
6575,2021082500,341,607,0,3,1,1629820800.0
6576,2021082423,975,606,23,3,1,1629817200.0
6577,2021082422,1634,606,22,2,1,1629813600.0
6578,2021082421,2687,606,21,2,1,1629810000.0
6579,2021082420,4424,606,20,2,1,1629806400.0
6580,2021082419,8404,606,19,2,1,1629802800.0
6581,2021082418,19705,606,18,1,1,1629799200.0
6582,2021082417,45959,606,17,1,1,1629795600.0
6583,2021082416,60393,606,16,1,1,1629792000.0
6584,2021082415,67691,606,15,1,1,1629788400.0
6585,2021082414,68803,606,14,1,1,1629784800.0
6586,2021082413,29735,606,13,1,1,1629781200.0
6587,2021082412,14056,606,12,1,1,1629777600.0
6588,2021082411,43444,606,11,1,1,1629774000.0
6589,2021082410,59975,606,10,1,1,1629770400.0
6590,2021082409,82216,606,9,1,1,1629766800.0
6591,2021082408,87580,606,8,1,1,1629763200.0
6592,2021082407,5538,606,7,2,1,1629759600.0
6593,2021082406,562,606,6,3,1,1629756000.0
6594,2021082405,230,606,5,3,1,1629752400.0
6595,2021082404,53,606,4,3,1,1629748800.0
6596,2021082403,147,606,3,3,1,1629745200.0
6597,2021082402,48,606,2,3,1,1629741600.0
6598,2021082401,199,606,1,3,1,1629738000.0
6599,2021082400,310,606,0,3,1,1629734400.0
6600,2021082323,834,605,23,3,1,1629730800.0
6601,2021082322,1458,605,22,2,1,1629727200.0
6602,2021082321,2618,605,21,2,1,1629723600.0
6603,2021082320,4413,605,20,2,1,1629720000.0
6604,2021082319,8480,605,19,2,1,1629716400.0
6605,2021082318,20191,605,18,1,1,1629712800.0
6606,2021082317,45966,605,17,1,1,1629709200.0
6607,2021082316,62973,605,16,1,1,1629705600.0
6608,2021082315,70251,605,15,1,1,1629702000.0
6609,2021082314,72318,605,14,1,1,1629698400.0
6610,2021082313,31522,605,13,1,1,1629694800.0
6611,2021082312,14564,605,12,1,1,1629691200.0
6612,2021082311,45762,605,11,1,1,1629687600.0
6613,2021082310,64131,605,10,1,1,1629684000.0
6614,2021082309,86623,605,9,1,1,1629680400.0
6615,2021082308,87660,605,8,1,1,1629676800.0
6616,2021082307,5508,605,7,2,1,1629673200.0
6617,2021082306,448,605,6,3,1,1629669600.0
6618,2021082305,186,605,5,3,1,1629666000.0
6619,2021082304,77,605,4,3,1,1629662400.0
6620,2021082303,152,605,3,3,1,1629658800.0
6621,2021082302,75,605,2,3,1,1629655200.0
6622,2021082301,197,605,1,3,1,1629651600.0
6623,2021082300,281,605,0,3,1,1629648000.0
6624,2021082223,637,604,23,3,2,1629644400.0
6625,2021082222,1042,604,22,2,2,1629640800.0
6626,2021082221,1565,604,21,2,2,1629637200.0
6627,2021082220,1817,604,20,2,2,1629633600.0
6628,2021082219,2049,604,19,2,2,1629630000.0
6629,2021082218,2826,604,18,1,2,1629626400.0
6630,2021082217,4912,604,17,1,2,1629622800.0
6631,2021082216,4864,604,16,1,2,1629619200.0
6632,2021082215,5376,604,15,1,2,1629615600.0
6633,2021082214,4185,604,14,1,2,1629612000.0
6634,2021082213,3487,604,13,1,2,1629608400.0
6635,2021082212,2554,604,12,1,2,1629604800.0
6636,2021082211,4659,604,11,1,2,1629601200.0
6637,2021082210,5270,604,10,1,2,1629597600.0
6638,2021082209,6523,604,9,1,2,1629594000.0
6639,2021082208,4506,604,8,1,2,1629590400.0
6640,2021082207,977,604,7,2,2,1629586800.0
6641,2021082206,195,604,6,3,2,1629583200.0
6642,2021082205,180,604,5,3,2,1629579600.0
6643,2021082204,45,604,4,3,2,1629576000.0
6644,2021082203,141,604,3,3,2,1629572400.0
6645,2021082202,63,604,2,3,2,1629568800.0
6646,2021082201,228,604,1,3,2,1629565200.0
6647,2021082200,282,604,0,3,2,1629561600.0
6648,2021082123,681,603,23,3,2,1629558000.0
6649,2021082122,935,603,22,2,2,1629554400.0
6650,2021082121,1475,603,21,2,2,1629550800.0
6651,2021082120,1644,603,20,2,2,1629547200.0
6652,2021082119,2053,603,19,2,2,1629543600.0
6653,2021082118,3351,603,18,1,2,1629540000.0
6654,2021082117,5799,603,17,1,2,1629536400.0
6655,2021082116,5988,603,16,1,2,1629532800.0
6656,2021082115,6865,603,15,1,2,1629529200.0
6657,2021082114,4955,603,14,1,2,1629525600.0
6658,2021082113,4115,603,13,1,2,1629522000.0
6659,2021082112,3693,603,12,1,2,1629518400.0
6660,2021082111,7333,603,11,1,2,1629514800.0
6661,2021082110,8884,603,10,1,2,1629511200.0
6662,2021082109,10581,603,9,1,2,1629507600.0
6663,2021082108,7846,603,8,1,2,1629504000.0
6664,2021082107,1116,603,7,2,2,1629500400.0
6665,2021082106,215,603,6,3,2,1629496800.0
6666,2021082105,188,603,5,3,2,1629493200.0
6667,2021082104,48,603,4,3,2,1629489600.0
6668,2021082103,140,603,3,3,2,1629486000.0
6669,2021082102,85,603,2,3,2,1629482400.0
6670,2021082101,254,603,1,3,2,1629478800.0
6671,2021082100,370,603,0,3,2,1629475200.0
6672,2021082023,920,602,23,3,1,1629471600.0
6673,2021082022,1410,602,22,2,1,1629468000.0
6674,2021082021,2450,602,21,2,1,1629464400.0
6675,2021082020,3891,602,20,2,1,1629460800.0
6676,2021082019,7760,602,19,2,1,1629457200.0
6677,2021082018,19824,602,18,1,1,1629453600.0
6678,2021082017,43992,602,17,1,1,1629450000.0
6679,2021082016,60072,602,16,1,1,1629446400.0
6680,2021082015,65455,602,15,1,1,1629442800.0
6681,2021082014,64334,602,14,1,1,1629439200.0
6682,2021082013,28416,602,13,1,1,1629435600.0
6683,2021082012,14620,602,12,1,1,1629432000.0
6684,2021082011,41755,602,11,1,1,1629428400.0
6685,2021082010,59070,602,10,1,1,1629424800.0
6686,2021082009,77669,602,9,1,1,1629421200.0
6687,2021082008,81725,602,8,1,1,1629417600.0
6688,2021082007,5002,602,7,2,1,1629414000.0
6689,2021082006,505,602,6,3,1,1629410400.0
6690,2021082005,202,602,5,3,1,1629406800.0
6691,2021082004,78,602,4,3,1,1629403200.0
6692,2021082003,161,602,3,3,1,1629399600.0
6693,2021082002,105,602,2,3,1,1629396000.0
6694,2021082001,260,602,1,3,1,1629392400.0
6695,2021082000,355,602,0,3,1,1629388800.0
6696,2021081923,937,601,23,3,1,1629385200.0
6697,2021081922,1937,601,22,2,1,1629381600.0
6698,2021081921,2602,601,21,2,1,1629378000.0
6699,2021081920,3841,601,20,2,1,1629374400.0
6700,2021081919,7318,601,19,2,1,1629370800.0
6701,2021081918,17962,601,18,1,1,1629367200.0
6702,2021081917,42551,601,17,1,1,1629363600.0
6703,2021081916,56913,601,16,1,1,1629360000.0
6704,2021081915,83280,601,15,1,1,1629356400.0
6705,2021081914,56383,601,14,1,1,1629352800.0
6706,2021081913,27821,601,13,1,1,1629349200.0
6707,2021081912,13504,601,12,1,1,1629345600.0
6708,2021081911,39875,601,11,1,1,1629342000.0
6709,2021081910,56200,601,10,1,1,1629338400.0
6710,2021081909,78628,601,9,1,1,1629334800.0
6711,2021081908,83108,601,8,1,1,1629331200.0
6712,2021081907,4970,601,7,2,1,1629327600.0
6713,2021081906,493,601,6,3,1,1629324000.0
6714,2021081905,175,601,5,3,1,1629320400.0
6715,2021081904,51,601,4,3,1,1629316800.0
6716,2021081903,132,601,3,3,1,1629313200.0
6717,2021081902,63,601,2,3,1,1629309600.0
6718,2021081901,198,601,1,3,1,1629306000.0
6719,2021081900,305,601,0,3,1,1629302400.0
6720,2021081823,803,600,23,3,1,1629298800.0
6721,2021081822,1487,600,22,2,1,1629295200.0
6722,2021081821,2424,600,21,2,1,1629291600.0
6723,2021081820,3631,600,20,2,1,1629288000.0
6724,2021081819,7089,600,19,2,1,1629284400.0
6725,2021081818,17910,600,18,1,1,1629280800.0
6726,2021081817,42144,600,17,1,1,1629277200.0
6727,2021081816,58335,600,16,1,1,1629273600.0
6728,2021081815,65741,600,15,1,1,1629270000.0
6729,2021081814,66208,600,14,1,1,1629266400.0
6730,2021081813,27583,600,13,1,1,1629262800.0
6731,2021081812,12914,600,12,1,1,1629259200.0
6732,2021081811,40357,600,11,1,1,1629255600.0
6733,2021081810,57250,600,10,1,1,1629252000.0
6734,2021081809,79907,600,9,1,1,1629248400.0
6735,2021081808,85281,600,8,1,1,1629244800.0
6736,2021081807,5269,600,7,2,1,1629241200.0
6737,2021081806,517,600,6,3,1,1629237600.0
6738,2021081805,200,600,5,3,1,1629234000.0
6739,2021081804,65,600,4,3,1,1629230400.0
6740,2021081803,159,600,3,3,1,1629226800.0
6741,2021081802,83,600,2,3,1,1629223200.0
6742,2021081801,200,600,1,3,1,1629219600.0
6743,2021081800,305,600,0,3,1,1629216000.0
6744,2021081723,864,599,23,3,1,1629212400.0
6745,2021081722,1349,599,22,2,1,1629208800.0
6746,2021081721,2394,599,21,2,1,1629205200.0
6747,2021081720,3781,599,20,2,1,1629201600.0
6748,2021081719,7434,599,19,2,1,1629198000.0
6749,2021081718,18528,599,18,1,1,1629194400.0
6750,2021081717,44707,599,17,1,1,1629190800.0
6751,2021081716,58225,599,16,1,1,1629187200.0
6752,2021081715,67606,599,15,1,1,1629183600.0
6753,2021081714,67519,599,14,1,1,1629180000.0
6754,2021081713,28447,599,13,1,1,1629176400.0
6755,2021081712,13850,599,12,1,1,1629172800.0
6756,2021081711,41969,599,11,1,1,1629169200.0
6757,2021081710,58789,599,10,1,1,1629165600.0
6758,2021081709,81635,599,9,1,1,1629162000.0
6759,2021081708,86437,599,8,1,1,1629158400.0
6760,2021081707,5197,599,7,2,1,1629154800.0
6761,2021081706,436,599,6,3,1,1629151200.0
6762,2021081705,184,599,5,3,1,1629147600.0
6763,2021081704,46,599,4,3,1,1629144000.0
6764,2021081703,148,599,3,3,1,1629140400.0
6765,2021081702,66,599,2,3,1,1629136800.0
6766,2021081701,196,599,1,3,1,1629133200.0
6767,2021081700,318,599,0,3,1,1629129600.0
6768,2021081623,739,598,23,3,1,1629126000.0
6769,2021081622,1242,598,22,2,1,1629122400.0
6770,2021081621,2179,598,21,2,1,1629118800.0
6771,2021081620,3694,598,20,2,1,1629115200.0
6772,2021081619,7567,598,19,2,1,1629111600.0
6773,2021081618,18524,598,18,1,1,1629108000.0
6774,2021081617,45402,598,17,1,1,1629104400.0
6775,2021081616,59990,598,16,1,1,1629100800.0
6776,2021081615,68744,598,15,1,1,1629097200.0
6777,2021081614,68208,598,14,1,1,1629093600.0
6778,2021081613,29576,598,13,1,1,1629090000.0
6779,2021081612,13920,598,12,1,1,1629086400.0
6780,2021081611,44617,598,11,1,1,1629082800.0
6781,2021081610,63150,598,10,1,1,1629079200.0
6782,2021081609,88809,598,9,1,1,1629075600.0
6783,2021081608,86058,598,8,1,1,1629072000.0
6784,2021081607,5235,598,7,2,1,1629068400.0
6785,2021081606,365,598,6,3,1,1629064800.0
6786,2021081605,174,598,5,3,1,1629061200.0
6787,2021081604,39,598,4,3,1,1629057600.0
6788,2021081603,125,598,3,3,1,1629054000.0
6789,2021081602,58,598,2,3,1,1629050400.0
6790,2021081601,177,598,1,3,1,1629046800.0
6791,2021081600,240,598,0,3,1,1629043200.0
6792,2021081523,594,597,23,3,2,1629039600.0
6793,2021081522,1082,597,22,2,2,1629036000.0
6794,2021081521,1468,597,21,2,2,1629032400.0
6795,2021081520,1706,597,20,2,2,1629028800.0
6796,2021081519,1972,597,19,2,2,1629025200.0
6797,2021081518,2769,597,18,1,2,1629021600.0
6798,2021081517,4666,597,17,1,2,1629018000.0
6799,2021081516,4570,597,16,1,2,1629014400.0
6800,2021081515,4861,597,15,1,2,1629010800.0
6801,2021081514,3698,597,14,1,2,1629007200.0
6802,2021081513,3192,597,13,1,2,1629003600.0
6803,2021081512,2406,597,12,1,2,1629000000.0
6804,2021081511,4156,597,11,1,2,1628996400.0
6805,2021081510,4919,597,10,1,2,1628992800.0
6806,2021081509,6138,597,9,1,2,1628989200.0
6807,2021081508,4231,597,8,1,2,1628985600.0
6808,2021081507,734,597,7,2,2,1628982000.0
6809,2021081506,138,597,6,3,2,1628978400.0
6810,2021081505,146,597,5,3,2,1628974800.0
6811,2021081504,36,597,4,3,2,1628971200.0
6812,2021081503,135,597,3,3,2,1628967600.0
6813,2021081502,55,597,2,3,2,1628964000.0
6814,2021081501,199,597,1,3,2,1628960400.0
6815,2021081500,261,597,0,3,2,1628956800.0
6816,2021081423,515,596,23,3,2,1628953200.0
6817,2021081422,1000,596,22,2,2,1628949600.0
6818,2021081421,1137,596,21,2,2,1628946000.0
6819,2021081420,1398,596,20,2,2,1628942400.0
6820,2021081419,1722,596,19,2,2,1628938800.0
6821,2021081418,2730,596,18,1,2,1628935200.0
6822,2021081417,4939,596,17,1,2,1628931600.0
6823,2021081416,5265,596,16,1,2,1628928000.0
6824,2021081415,5542,596,15,1,2,1628924400.0
6825,2021081414,4420,596,14,1,2,1628920800.0
6826,2021081413,3560,596,13,1,2,1628917200.0
6827,2021081412,3188,596,12,1,2,1628913600.0
6828,2021081411,6289,596,11,1,2,1628910000.0
6829,2021081410,7968,596,10,1,2,1628906400.0
6830,2021081409,9858,596,9,1,2,1628902800.0
6831,2021081408,7416,596,8,1,2,1628899200.0
6832,2021081407,1150,596,7,2,2,1628895600.0
6833,2021081406,207,596,6,3,2,1628892000.0
6834,2021081405,145,596,5,3,2,1628888400.0
6835,2021081404,50,596,4,3,2,1628884800.0
6836,2021081403,143,596,3,3,2,1628881200.0
6837,2021081402,78,596,2,3,2,1628877600.0
6838,2021081401,223,596,1,3,2,1628874000.0
6839,2021081400,338,596,0,3,2,1628870400.0
6840,2021081323,709,595,23,3,1,1628866800.0
6841,2021081322,1257,595,22,2,1,1628863200.0
6842,2021081321,2085,595,21,2,1,1628859600.0
6843,2021081320,3127,595,20,2,1,1628856000.0
6844,2021081319,6987,595,19,2,1,1628852400.0
6845,2021081318,17426,595,18,1,1,1628848800.0
6846,2021081317,40669,595,17,1,1,1628845200.0
6847,2021081316,55670,595,16,1,1,1628841600.0
6848,2021081315,62782,595,15,1,1,1628838000.0
6849,2021081314,60952,595,14,1,1,1628834400.0
6850,2021081313,26613,595,13,1,1,1628830800.0
6851,2021081312,13125,595,12,1,1,1628827200.0
6852,2021081311,39670,595,11,1,1,1628823600.0
6853,2021081310,56005,595,10,1,1,1628820000.0
6854,2021081309,77335,595,9,1,1,1628816400.0
6855,2021081308,80495,595,8,1,1,1628812800.0
6856,2021081307,4916,595,7,2,1,1628809200.0
6857,2021081306,441,595,6,3,1,1628805600.0
6858,2021081305,114,595,5,3,1,1628802000.0
6859,2021081304,63,595,4,3,1,1628798400.0
6860,2021081303,75,595,3,3,1,1628794800.0
6861,2021081302,96,595,2,3,1,1628791200.0
6862,2021081301,302,595,1,3,1,1628787600.0
6863,2021081300,465,595,0,3,1,1628784000.0
6864,2021081223,923,594,23,3,1,1628780400.0
6865,2021081222,1524,594,22,2,1,1628776800.0
6866,2021081221,2360,594,21,2,1,1628773200.0
6867,2021081220,3676,594,20,2,1,1628769600.0
6868,2021081219,6720,594,19,2,1,1628766000.0
6869,2021081218,16682,594,18,1,1,1628762400.0
6870,2021081217,41247,594,17,1,1,1628758800.0
6871,2021081216,55761,594,16,1,1,1628755200.0
6872,2021081215,63271,594,15,1,1,1628751600.0
6873,2021081214,62820,594,14,1,1,1628748000.0
6874,2021081213,26589,594,13,1,1,1628744400.0
6875,2021081212,12736,594,12,1,1,1628740800.0
6876,2021081211,40252,594,11,1,1,1628737200.0
6877,2021081210,57002,594,10,1,1,1628733600.0
6878,2021081209,77202,594,9,1,1,1628730000.0
6879,2021081208,83185,594,8,1,1,1628726400.0
6880,2021081207,4746,594,7,2,1,1628722800.0
